Nome da pessoa;Idade da pessoa;Documento CPF;Data de Nascimento;Sexo da pessoa;Signo da Pessoa;Nome da Mãe;Telefone Fixo;Telefone Celular;Altura da Pessoa;Peso da Pessoa;Tipo Sanguíneo da Pessoa
Antonio André Thiago de Paula;67;912.937.608-46;03/02/1954;Masculino;Aquário;Sophia Giovana Maya;(11) 3748-9591;(11) 98560-1329;1,68;105;B+
Guilherme Lorenzo Oliver Baptista;68;552.009.958-84;07/09/1953;Masculino;Virgem;Maria Aparecida;(19) 3593-4262;(19) 99384-7932;1,73;77;AB+
Fátima Cristiane Letícia Moraes;62;171.526.538-60;20/03/1959;Feminino;Peixes;Sophia Aparecida;(11) 3864-0288;(11) 99132-5213;1,59;80;O+
Victor Vicente Breno Souza;54;505.064.538-71;22/02/1967;Masculino;Peixes;Isabella Esther;(11) 2979-2276;(11) 98561-9012;1,72;70;A-
Martin Vicente Gomes;67;746.581.838-97;20/12/1954;Masculino;Sagitário;Isadora Marina;(11) 3557-5043;(11) 99193-9237;1,64;98;B-
André Carlos Eduardo da Cunha;19;858.415.838-32;07/11/2002;Masculino;Escorpião;Giovanna Márcia;(19) 3898-9016;(19) 98957-2525;1,61;108;AB-
Marina Heloisa dos Santos;58;910.255.188-88;04/07/1963;Feminino;Câncer;Andreia Simone Rayssa;(19) 2556-7844;(19) 98529-9162;1,82;51;A-
Larissa Isis Sônia Figueiredo;20;386.321.058-17;18/05/2001;Feminino;Touro;Valentina Mariana;(15) 2819-4994;(15) 98314-4200;1,83;85;B+
Bento Pietro Dias;29;478.537.048-36;20/03/1992;Masculino;Peixes;Cecília Ayla Emanuelly;(12) 2693-1283;(12) 99653-9370;1,75;70;A-
Alexandre Geraldo Dias;64;552.641.308-09;04/09/1957;Masculino;Virgem;Andreia Carla;(11) 2955-5122;(11) 99702-0920;1,96;74;B-
Gael Nelson Gonçalves;64;700.235.058-77;20/06/1957;Masculino;Gêmeos;Teresinha Mariana;(12) 2885-8316;(12) 99188-7568;1,89;87;B+
Laura Heloise da Conceição;48;517.440.138-29;24/12/1973;Feminino;Capricórnio;Rafaela Alessandra;(11) 2714-7315;(11) 99985-8932;1,69;60;O+
Severino Paulo Rezende;23;041.600.068-17;17/08/1998;Masculino;Leão;Débora Sara Elza;(18) 3769-2140;(18) 98740-8638;1,66;56;B-
Sophia Nina Evelyn Barros;58;993.504.468-80;16/10/1963;Feminino;Libra;Maya Natália;(17) 3593-7320;(17) 98485-4827;1,67;54;A+
Yasmin Vanessa Natália Assis;20;112.113.048-84;11/09/2001;Feminino;Virgem;Josefa Antonella Sara;(11) 3997-8180;(11) 98165-3658;1,55;53;AB+
Ana Elisa Alícia Viana;76;172.765.438-20;25/11/1945;Feminino;Sagitário;Juliana Giovanna Regina;(11) 3624-2890;(11) 99358-9054;1,72;69;A-
Marcela Rayssa Sophie da Cruz;69;321.358.238-72;25/11/1952;Feminino;Sagitário;Tereza Malu;(16) 2963-6481;(16) 98910-9520;1,52;50;A-
Rodrigo Julio Luís Monteiro;74;742.123.448-90;07/04/1947;Masculino;Áries;Manuela Luciana;(19) 3632-6690;(19) 98973-0237;1,86;66;A+
Luan Vicente Almada;74;773.534.448-19;16/10/1947;Masculino;Libra;Tereza Mariah;(19) 3951-2127;(19) 98482-8138;1,86;70;A+
Luna Luana Carolina da Rocha;21;190.832.628-04;02/06/2000;Feminino;Gêmeos;Stefany Melissa;(11) 2778-9898;(11) 98448-7264;1,8;69;AB-
Kevin Giovanni Silveira;33;576.196.068-07;18/05/1988;Masculino;Touro;Cláudia Tânia;(17) 3681-6327;(17) 99685-5207;1,73;60;O+
Roberto Carlos Eduardo Leandro da Mota;24;029.689.528-89;01/11/1997;Masculino;Escorpião;Elza Yasmin Vitória;(18) 3922-8484;(18) 99333-6061;1,62;91;A+
Alana Carla Sarah Santos;51;073.594.708-20;20/10/1970;Feminino;Libra;Esther Laís Nina;(11) 2739-9596;(11) 98663-5725;1,75;80;A-
Milena Heloise Melo;40;810.632.488-50;13/04/1981;Feminino;Áries;Sebastiana Rita Giovanna;(14) 3827-3738;(14) 99175-5619;1,81;66;B-
Victor Osvaldo Carvalho;69;651.768.068-35;18/03/1952;Masculino;Peixes;Alícia Aurora Eloá;(11) 2731-2413;(11) 98703-7211;1,93;66;O+
Yasmin Teresinha Andrea Souza;40;619.405.018-73;04/12/1981;Feminino;Sagitário;Sophia Rita Clarice;(11) 3651-9274;(11) 98884-6617;1,83;49;AB+
Laís Lara Novaes;19;017.541.468-80;08/12/2002;Feminino;Sagitário;Fernanda Juliana;(16) 2775-0201;(16) 98480-6377;1,61;61;A-
Vitor Marcos Vinicius Ferreira;22;649.020.628-52;26/01/1999;Masculino;Aquário;Elisa Isabella;(17) 3966-6933;(17) 99909-2434;1,85;109;A+
Benedito Vicente Severino Campos;43;936.902.788-21;24/10/1978;Masculino;Escorpião;Rayssa Tatiane Stefany;(11) 2588-5567;(11) 98767-6982;1,91;79;O-
Adriana Raimunda Almada;29;018.790.878-80;05/05/1992;Feminino;Touro;Julia Jaqueline;(11) 2576-2374;(11) 99982-6760;1,85;62;O-
Isadora Sophia dos Santos;24;092.520.358-00;08/05/1997;Feminino;Touro;Débora Raimunda;(13) 3850-7964;(13) 98425-4637;1,53;85;A-
Breno Isaac Carlos Eduardo Aparício;54;294.766.768-92;11/05/1967;Masculino;Touro;Julia Josefa Daniela;(12) 3889-2507;(12) 99129-8728;1,74;78;A-
Daniel Ryan da Costa;58;056.446.388-47;24/03/1963;Masculino;Áries;Agatha Silvana Caroline;(13) 3617-8116;(13) 98726-8087;1,66;93;O-
Rosa Carolina Mirella Monteiro;20;048.881.968-77;15/03/2001;Feminino;Peixes;Marcela Benedita Lorena;(11) 2846-6939;(11) 98289-8296;1,75;80;AB-
Henrique Thiago Assis;20;018.649.268-56;04/04/2001;Masculino;Áries;Marlene Isabelly;(11) 2695-7709;(11) 99976-1794;1,6;55;A-
Clara Fernanda Isabelle Araújo;64;234.763.808-40;27/02/1957;Feminino;Peixes;Heloise Luana Carolina;(12) 2560-0423;(12) 99747-6338;1,55;52;O+
Giovanna Brenda Louise Corte Real;22;879.624.478-00;27/12/1999;Feminino;Capricórnio;Sophia Louise Adriana;(11) 2868-4277;(11) 98607-1155;1,81;46;O+
Sarah Louise Oliveira;20;190.333.788-76;10/05/2001;Feminino;Touro;Marcela Caroline Clara;(19) 2618-4404;(19) 98172-2675;1,63;48;AB+
Cauã Osvaldo Yuri Lopes;21;507.585.828-70;03/09/2000;Masculino;Virgem;Carla Sebastiana Nicole;(16) 2982-3830;(16) 99590-1570;1,89;86;O+
Luciana Luana Mendes;40;949.813.868-00;05/09/1981;Feminino;Virgem;Isis Stella;(16) 3838-1066;(16) 99403-0513;1,81;58;A+
Gustavo Pedro Heitor Galvão;78;313.394.378-21;24/06/1943;Masculino;Câncer;Heloise Camila Luciana;(13) 3781-9909;(13) 99645-4579;1,71;66;O+
Camila Joana Peixoto;19;383.921.578-18;13/03/2002;Feminino;Peixes;Joana Eloá Clara;(11) 2585-7512;(11) 98784-7222;1,63;86;B-
Pietra Carla Isabelly Aparício;58;735.182.458-48;03/05/1963;Feminino;Touro;Emanuelly Mariane Luiza;(14) 3550-8734;(14) 99489-9475;1,75;81;A-
Juliana Lorena Luiza Figueiredo;51;765.175.358-53;20/09/1970;Feminino;Virgem;Jaqueline Beatriz Evelyn;(19) 2995-7220;(19) 98621-1069;1,53;58;A+
Letícia Eduarda da Cruz;23;493.092.158-95;27/04/1998;Feminino;Touro;Allana Valentina;(19) 3608-8992;(19) 98659-3647;1,54;72;O-
Jéssica Vera Monteiro;24;124.550.618-84;16/06/1997;Feminino;Gêmeos;Louise Benedita;(11) 2947-7087;(11) 99387-3797;1,76;60;B-
Ryan Cláudio César Dias;68;105.578.908-10;26/11/1953;Masculino;Sagitário;Carolina Larissa;(11) 2943-5985;(11) 99993-2152;1,83;57;A+
Marli Aurora Rezende;67;635.297.428-72;24/09/1954;Feminino;Libra;Camila Milena Catarina;(19) 3521-4279;(19) 99323-8389;1,66;79;AB+
Stella Fabiana Heloisa Rodrigues;51;867.153.628-90;19/01/1970;Feminino;Capricórnio;Alice Giovanna;(11) 2932-3402;(11) 99714-7302;1,52;90;AB-
Regina Bruna Eliane da Cruz;51;722.601.958-22;13/11/1970;Feminino;Escorpião;Marlene Stefany Lúcia;(11) 2890-3086;(11) 99746-8936;1,59;73;B-
Gabriel Francisco Baptista;61;662.877.258-69;12/11/1960;Masculino;Escorpião;Cristiane Esther;(19) 2832-8529;(19) 98925-3364;1,91;58;AB-
Sophia Liz Patrícia Monteiro;43;751.373.818-10;24/02/1978;Feminino;Peixes;Sara Rosa Sabrina;(11) 2972-6545;(11) 98175-7714;1,58;71;A-
Emily Stella Giovanna da Silva;40;148.311.728-63;03/07/1981;Feminino;Câncer;Rebeca Sabrina Letícia;(11) 2943-8475;(11) 98553-9417;1,56;85;AB-
Bárbara Carolina Ribeiro;44;951.857.698-07;14/09/1977;Feminino;Virgem;Adriana Cecília;(11) 3949-7870;(11) 98795-8578;1,53;45;O-
Emilly Stefany Andrea Campos;69;407.140.018-80;10/12/1952;Feminino;Sagitário;Betina Evelyn Aurora;(11) 2980-9886;(11) 98953-0107;1,61;75;B-
Marina Pietra Luiza Porto;67;628.998.938-31;04/07/1954;Feminino;Câncer;Brenda Maya;(11) 2783-4859;(11) 98167-9470;1,52;51;AB-
Renan Gustavo Francisco Almada;31;323.943.148-34;14/10/1990;Masculino;Libra;Vera Brenda;(19) 2672-5237;(19) 99391-6160;1,78;70;B+
Evelyn Marina Silveira;20;039.510.458-09;23/05/2001;Feminino;Gêmeos;Catarina Andrea Olivia;(11) 2851-9766;(11) 98593-1995;1,79;74;B+
Gabriela Letícia da Paz;33;779.530.328-56;22/08/1988;Feminino;Leão;Renata Heloise;(11) 3694-9976;(11) 99458-6060;1,77;59;AB-
Luís Fábio Rodrigo Ramos;54;649.875.918-63;12/04/1967;Masculino;Áries;Teresinha Simone Heloisa;(19) 3628-9742;(19) 98755-9465;1,76;108;A+
Francisca Laís da Paz;51;411.890.668-66;19/10/1970;Feminino;Libra;Sophia Carolina;(15) 3950-4119;(15) 98878-3475;1,57;88;O+
Martin Hugo Iago Rocha;69;729.601.238-24;15/08/1952;Masculino;Leão;Nina Patrícia;(11) 3686-9326;(11) 99244-7384;1,66;67;O-
Gustavo Renato Gomes;22;654.450.488-29;22/09/1999;Masculino;Virgem;Sophia Carla;(13) 2917-2412;(13) 98817-1501;1,78;51;B+
Gustavo Oliver da Cunha;62;530.673.198-85;21/10/1959;Masculino;Libra;Louise Amanda Rosângela;(11) 2594-7210;(11) 98368-6926;1,79;91;O+
Marina Melissa Teresinha da Luz;31;148.031.508-77;07/12/1990;Feminino;Sagitário;Silvana Isadora Amanda;(19) 2523-6635;(19) 98875-8247;1,8;77;AB-
Danilo Emanuel Rocha;55;009.924.638-40;20/01/1966;Masculino;Capricórnio;Beatriz Juliana Raquel;(11) 3987-0606;(11) 98889-9133;1,87;73;A-
Caroline Marcela Almada;20;684.908.428-33;12/09/2001;Feminino;Virgem;Lívia Elza Lúcia;(18) 2996-6024;(18) 99790-8792;1,62;75;O+
Amanda Isabel Sales;40;226.594.858-60;27/09/1981;Feminino;Libra;Marina Maya;(11) 2895-2833;(11) 99712-8445;1,68;85;O+
Eduardo Lucas Gomes;44;964.143.448-93;21/03/1977;Masculino;Áries;Mariah Melissa Lara;(11) 2759-1064;(11) 99940-4952;1,83;82;B+
Ester Catarina Rocha;31;743.492.858-14;19/02/1990;Feminino;Aquário;Alícia Lorena Julia;(11) 3541-1225;(11) 99240-9271;1,83;63;O+
Enzo Mário Juan Nunes;29;051.714.858-79;20/09/1992;Masculino;Virgem;Sebastiana Alice Liz;(11) 3633-6727;(11) 98728-6563;1,86;94;AB-
Isabella Heloise Moraes;68;596.148.008-95;21/01/1953;Feminino;Aquário;Gabrielly Lúcia Vanessa;(11) 2802-3202;(11) 99683-8367;1,69;89;O-
Pedro Henrique Enrico Elias Barbosa;40;470.293.478-38;26/11/1981;Masculino;Sagitário;Sophia Jennifer;(11) 3643-1918;(11) 99861-4569;1,79;107;A-
Rodrigo Thiago Nogueira;48;810.006.018-54;03/10/1973;Masculino;Libra;Jaqueline Eduarda Josefa;(18) 2730-7684;(18) 98133-3835;1,77;58;A-
Marcela Agatha Brenda Mendes;39;491.853.858-40;09/07/1982;Feminino;Câncer;Mirella Lúcia;(19) 2805-9734;(19) 98954-4945;1,55;47;AB-
Stefany Tereza Antonella Ribeiro;20;144.233.508-40;24/10/2001;Feminino;Escorpião;Tatiane Aparecida Débora;(11) 2982-9362;(11) 99481-1978;1,6;58;A+
Martin Renato Nelson da Rosa;44;096.717.848-79;11/09/1977;Masculino;Virgem;Mirella Heloisa;(11) 2840-4956;(11) 99175-5773;1,99;92;A+
Alessandra Bianca Baptista;40;341.112.668-00;07/07/1981;Feminino;Câncer;Emanuelly Alana Sarah;(17) 3958-6647;(17) 99377-3538;1,72;54;O-
Ruan Roberto de Paula;64;454.930.268-21;16/06/1957;Masculino;Gêmeos;Beatriz Simone;(11) 2939-8238;(11) 98670-0734;1,65;74;A-
Enrico André Farias;40;202.251.728-87;23/09/1981;Masculino;Libra;Analu Simone;(11) 3788-8113;(11) 99666-2203;1,99;61;AB+
Ayla Carla Nunes;20;475.547.718-25;13/01/2001;Feminino;Capricórnio;Andrea Marcela Sabrina;(14) 2861-9130;(14) 98710-6687;1,58;59;B+
Elaine Alessandra Daiane Pinto;20;918.739.358-11;17/12/2001;Feminino;Sagitário;Letícia Eliane Tatiane;(12) 3814-6304;(12) 98682-9329;1,61;82;A-
Nathan Igor Sales;19;696.653.808-69;05/09/2002;Masculino;Virgem;Carolina Sebastiana;(11) 3852-5716;(11) 98627-9803;1,72;81;A+
Bryan Raimundo Viana;22;169.405.148-05;24/06/1999;Masculino;Câncer;Louise Vera;(13) 3969-4300;(13) 99964-0564;1,65;70;AB-
Pedro Henrique Augusto Sebastião Ferreira;21;033.562.348-46;08/11/2000;Masculino;Escorpião;Marcela Alessandra Louise;(19) 3866-6779;(19) 98487-3781;1,98;59;O+
Luan José Vinicius Monteiro;76;057.306.128-93;18/02/1945;Masculino;Aquário;Milena Ester Rita;(11) 2984-3307;(11) 99536-4092;1,97;76;AB+
Yasmin Alana Marlene Fernandes;20;943.291.498-42;01/01/2001;Feminino;Capricórnio;Nina Emily;(13) 3557-1946;(13) 98788-0280;1,83;65;AB+
Clara Emanuelly Maria dos Santos;74;228.873.128-12;27/02/1947;Feminino;Peixes;Regina Carla;(19) 2861-2507;(19) 99284-9519;1,63;46;O-
Catarina Benedita Pereira;22;424.486.158-02;12/07/1999;Feminino;Câncer;Raquel Giovana;(11) 2949-9262;(11) 98968-4609;1,57;89;A-
Nelson Lucas Figueiredo;22;050.363.368-28;13/02/1999;Masculino;Aquário;Rafaela Daiane;(11) 3961-4528;(11) 99493-7088;1,99;50;O-
Marli Flávia Lavínia Aparício;55;656.707.068-46;20/05/1966;Feminino;Touro;Louise Patrícia;(11) 2910-2536;(11) 99433-2686;1,66;57;B-
Thiago Leonardo Fogaça;19;898.095.668-16;02/12/2002;Masculino;Sagitário;Eduarda Fabiana Beatriz;(11) 2680-0857;(11) 99887-9171;1,8;63;AB+
Isaac Kauê Cláudio Vieira;20;193.001.988-23;15/04/2001;Masculino;Áries;Teresinha Silvana Agatha;(19) 3779-5457;(19) 98972-1447;1,71;51;A-
Roberto Yuri Fernandes;21;324.146.728-70;08/01/2000;Masculino;Capricórnio;Maitê Eduarda;(14) 3677-0159;(14) 98485-6006;1,71;81;B+
Maya Giovanna Mariana Fogaça;61;539.974.048-60;24/05/1960;Feminino;Gêmeos;Natália Elaine Márcia;(11) 2543-7050;(11) 98819-7936;1,66;82;A-
Heitor Tomás Melo;44;715.867.508-44;16/05/1977;Masculino;Touro;Elza Mirella Clarice;(11) 3636-7940;(11) 99620-0221;1,77;106;O-
Fernando Elias Lorenzo Pereira;78;916.551.908-65;05/11/1943;Masculino;Escorpião;Larissa Francisca Esther;(11) 3911-3391;(11) 98429-4012;1,67;104;A+
Valentina Marli Julia Corte Real;21;668.054.758-05;04/11/2000;Feminino;Escorpião;Rayssa Liz;(11) 2548-8783;(11) 99876-5833;1,76;49;A+
Rebeca Evelyn Stefany Pinto;29;840.074.318-09;13/09/1992;Feminino;Virgem;Mariane Rafaela;(14) 3974-9113;(14) 99168-5051;1,68;88;AB+
Yuri Theo Antonio da Mata;40;784.783.948-26;10/11/1981;Masculino;Escorpião;Amanda Milena;(11) 3758-6664;(11) 99410-0445;1,91;82;O-
Alexandre Ryan Pietro da Cunha;40;041.116.688-36;15/06/1981;Masculino;Gêmeos;Márcia Stella;(15) 3991-4574;(15) 98144-5463;1,82;95;B-
Milena Vanessa Valentina Lopes;62;469.727.328-16;17/12/1959;Feminino;Sagitário;Isadora Luzia Antonella;(11) 2960-6446;(11) 98200-8984;1,72;58;B-
Carlos Vitor Teixeira;69;082.126.968-20;19/06/1952;Masculino;Gêmeos;Marcela Marli Vitória;(19) 3865-7921;(19) 98974-2874;1,68;95;O-
Rayssa Bárbara Caroline Melo;31;407.273.008-49;06/04/1990;Feminino;Áries;Isabelle Emily Pietra;(16) 2509-1259;(16) 98551-0298;1,65;48;A-
Raimundo Rafael Noah dos Santos;20;227.636.498-07;03/06/2001;Masculino;Gêmeos;Jennifer Alice;(11) 2953-0567;(11) 98305-6895;1,85;73;O-
Julia Eduarda Emily Costa;62;719.212.368-41;02/08/1959;Feminino;Leão;Nicole Mariana;(16) 2579-2364;(16) 99823-3331;1,77;76;AB+
Valentina Jéssica Campos;67;875.577.808-92;14/07/1954;Feminino;Câncer;Lavínia Mariana;(16) 2562-2775;(16) 99937-0040;1,74;47;AB-
Sueli Giovana Benedita dos Santos;40;064.871.418-79;16/04/1981;Feminino;Áries;Stefany Yasmin;(19) 3678-0093;(19) 99832-7127;1,78;87;O+
Sarah Raimunda Josefa Araújo;66;458.426.788-02;21/11/1955;Feminino;Escorpião;Emilly Louise;(11) 2705-6911;(11) 99559-9157;1,71;55;AB+
Clara Vanessa Campos;61;950.478.778-92;17/04/1960;Feminino;Áries;Allana Nicole;(11) 3867-7979;(11) 98434-0633;1,57;81;A-
Noah Benedito Almada;44;188.354.748-25;09/03/1977;Masculino;Peixes;Tereza Jaqueline Analu;(16) 2868-5538;(16) 99789-6847;1,64;95;O-
Otávio Raimundo Cauê Almada;20;513.267.738-01;17/01/2001;Masculino;Capricórnio;Fátima Antônia;(14) 3611-8006;(14) 99232-4583;1,93;107;A-
Fabiana Isabel Vera Farias;21;069.793.258-33;20/12/2000;Feminino;Sagitário;Rosa Silvana Jéssica;(12) 2845-7069;(12) 98663-9898;1,74;58;AB+
Lucas Vitor Duarte;40;093.546.498-07;12/09/1981;Masculino;Virgem;Maria Laís Camila;(11) 3974-6522;(11) 99893-7871;1,73;62;AB-
Ana Sarah Teixeira;19;619.143.908-30;23/11/2002;Feminino;Sagitário;Jennifer Isabel;(12) 2536-5904;(12) 98169-2683;1,64;59;A-
Rayssa Amanda Mariane Teixeira;19;172.969.978-26;01/11/2002;Feminino;Escorpião;Letícia Amanda;(11) 2781-7911;(11) 99864-4149;1,85;68;O-
Brenda Joana Isadora Monteiro;22;859.713.688-00;13/04/1999;Feminino;Áries;Evelyn Patrícia Nair;(14) 2595-8340;(14) 99630-2901;1,76;85;A+
Sebastiana Kamilly Nascimento;40;530.906.748-58;10/05/1981;Feminino;Touro;Sophie Sophia Allana;(11) 3626-6891;(11) 99315-8412;1,64;70;O-
Heitor Mateus Melo;55;933.467.638-89;03/09/1966;Masculino;Virgem;Luciana Stefany Simone;(14) 3935-0462;(14) 98126-1703;1,88;87;O+
Sebastiana Stella das Neves;48;292.326.618-88;20/01/1973;Feminino;Capricórnio;Sandra Isabelle Aline;(11) 2974-8727;(11) 99160-9982;1,68;61;O+
Hadassa Nicole Aparecida da Conceição;44;020.824.828-55;13/08/1977;Feminino;Leão;Eliane Camila;(11) 3615-5340;(11) 99288-3938;1,63;45;O+
Rosângela Jennifer Freitas;67;398.245.778-58;08/05/1954;Feminino;Touro;Rayssa Bruna;(13) 2793-3306;(13) 98413-9745;1,83;73;B-
Murilo Luiz Alves;23;291.883.458-07;23/12/1998;Masculino;Capricórnio;Mariah Sophia Bárbara;(19) 2751-0980;(19) 99874-0875;1,93;104;B+
Marlene Clara Oliveira;40;513.896.218-39;11/06/1981;Feminino;Gêmeos;Analu Daiane Vera;(19) 2585-7164;(19) 99919-8946;1,83;81;O+
Enrico Miguel Arthur Brito;31;679.494.318-22;08/09/1990;Masculino;Virgem;Lúcia Rafaela;(11) 3628-6095;(11) 98696-0230;1,72;75;B+
Silvana Antonella Barros;48;038.634.518-05;09/11/1973;Feminino;Escorpião;Bianca Allana Betina;(19) 3951-7716;(19) 99923-7876;1,75;87;O+
José Jorge Miguel da Rocha;40;375.561.188-00;13/11/1981;Masculino;Escorpião;Isabel Clara;(11) 3622-1057;(11) 98488-5514;1,62;50;B-
Lara Fabiana Pietra Nunes;66;054.641.368-43;17/10/1955;Feminino;Libra;Ana Alessandra;(11) 2530-9403;(11) 98709-0049;1,68;55;B-
Marcela Sebastiana Drumond;21;209.700.868-22;08/10/2000;Feminino;Libra;Rosa Luana;(14) 3609-8829;(14) 99947-5048;1,51;82;O-
Daiane Sebastiana Alícia Viana;48;521.692.688-71;07/11/1973;Feminino;Escorpião;Sueli Elza;(11) 2874-5340;(11) 98568-2569;1,69;61;B+
Tereza Isabelle de Paula;62;639.562.808-90;14/04/1959;Feminino;Áries;Cláudia Cristiane;(17) 2729-3834;(17) 99545-9199;1,84;46;B-
Carlos Eduardo Noah Dias;74;699.433.038-91;12/07/1947;Masculino;Câncer;Julia Regina Elisa;(11) 2854-6666;(11) 99161-2824;1,83;72;AB+
Juan Fábio Leonardo dos Santos;52;354.567.618-82;24/06/1969;Masculino;Câncer;Rosângela Benedita Renata;(16) 3818-3977;(16) 99695-5209;1,66;102;B+
Renan Nelson Peixoto;51;178.839.958-71;05/08/1970;Masculino;Leão;Luana Letícia Raimunda;(11) 3662-3849;(11) 98489-7698;1,79;107;AB+
Breno Yago Galvão;58;822.964.958-85;22/08/1963;Masculino;Leão;Mariane Allana;(11) 2891-0229;(11) 98744-2005;1,86;83;A+
Valentina Eduarda Isabel da Paz;68;588.873.538-83;06/06/1953;Feminino;Gêmeos;Gabrielly Márcia;(11) 2863-6424;(11) 98189-9878;1,71;89;AB+
Erick Caleb Leonardo Barros;21;333.209.788-10;11/11/2000;Masculino;Escorpião;Rosa Emily;(19) 2980-1907;(19) 98930-1028;1,99;79;AB-
Luís Benjamin dos Santos;48;454.913.278-75;14/11/1973;Masculino;Escorpião;Giovanna Betina Letícia;(11) 2648-3850;(11) 98464-7248;1,81;51;A-
Hugo Geraldo Campos;62;822.461.228-72;14/07/1959;Masculino;Câncer;Aline Fabiana;(11) 3796-2536;(11) 98873-6177;1,86;58;A+
Samuel Lucca Gabriel Aragão;73;636.964.808-60;12/09/1948;Masculino;Virgem;Andrea Regina Josefa;(11) 3940-9435;(11) 99152-2331;2;59;A+
Gustavo Márcio Castro;62;695.693.688-70;01/05/1959;Masculino;Touro;Josefa Clarice Lúcia;(11) 3945-4338;(11) 99211-1294;1,6;104;B-
Elisa Manuela Bárbara Aragão;73;138.097.838-62;21/05/1948;Feminino;Gêmeos;Juliana Priscila;(11) 2896-2881;(11) 99258-7443;1,7;45;B+
Antonio César Sales;22;060.887.948-79;22/07/1999;Masculino;Leão;Cristiane Marli;(19) 3506-2968;(19) 99470-6920;1,8;105;A-
Carlos Eduardo Kaique Campos;61;808.498.738-00;02/09/1960;Masculino;Virgem;Carla Sandra;(11) 2773-8505;(11) 99289-1709;1,64;66;O-
Márcio Alexandre Sales;40;529.663.108-04;21/05/1981;Masculino;Gêmeos;Márcia Esther Sara;(14) 2782-8599;(14) 98565-7390;1,92;100;A+
Gabriel Nicolas Thales da Cunha;43;325.585.458-09;20/11/1978;Masculino;Escorpião;Sophia Ester;(11) 2963-8908;(11) 98425-8345;1,69;89;AB-
Lorena Luana Alves;20;336.304.208-69;03/03/2001;Feminino;Peixes;Esther Ana;(11) 3942-5404;(11) 99359-5777;1,83;62;AB-
Isadora Nicole Márcia Souza;66;884.494.598-34;08/01/1955;Feminino;Capricórnio;Simone Maya Mariah;(11) 3732-3207;(11) 99823-2890;1,7;78;B-
Diogo Carlos Eduardo Guilherme Castro;22;042.044.488-28;19/02/1999;Masculino;Aquário;Francisca Daniela Luzia;(11) 3630-9179;(11) 98393-5913;1,88;102;B-
Márcio Antonio Pinto;20;795.985.808-06;11/11/2001;Masculino;Escorpião;Benedita Aline Cláudia;(19) 2512-0029;(19) 99572-1462;2;76;B-
Mariana Isabella Manuela Silveira;19;569.647.468-38;07/12/2002;Feminino;Sagitário;Louise Joana;(11) 3582-5437;(11) 98524-7633;1,57;72;AB-
Cláudio Sérgio da Cunha;21;606.260.158-55;25/10/2000;Masculino;Escorpião;Patrícia Adriana;(11) 2973-8889;(11) 99821-6758;1,64;50;AB+
Benedito Emanuel Caio Fogaça;69;294.097.828-05;16/04/1952;Masculino;Áries;Kamilly Eduarda Marli;(11) 2995-5882;(11) 99193-6976;1,84;57;AB-
Thiago Vinicius da Mata;54;033.209.868-05;06/04/1967;Masculino;Áries;Giovanna Bianca Laura;(11) 3704-1438;(11) 98610-1124;1,94;71;AB-
Calebe Anthony Cauã Nogueira;20;896.777.428-17;01/01/2001;Masculino;Capricórnio;Rita Carolina Raimunda;(13) 2741-2733;(13) 98398-3390;1,65;70;A-
João Mário Lopes;39;373.518.538-00;15/09/1982;Masculino;Virgem;Elaine Sabrina Clara;(11) 2572-0016;(11) 99687-2173;1,81;104;O+
Clara Isabella Nunes;67;584.608.598-94;10/09/1954;Feminino;Virgem;Camila Louise;(12) 2580-3504;(12) 98295-7431;1,59;68;B-
Davi João Renan Rodrigues;68;621.601.698-97;07/01/1953;Masculino;Capricórnio;Evelyn Isabella;(15) 2534-3272;(15) 98289-1818;1,93;69;A+
Thiago Kauê Ricardo Araújo;20;270.923.678-83;21/08/2001;Masculino;Leão;Renata Melissa;(19) 2656-1685;(19) 98418-8539;1,7;57;A-
Pietra Adriana Gonçalves;39;568.824.378-31;08/02/1982;Feminino;Aquário;Patrícia Julia Isabel;(14) 2570-9834;(14) 98776-7869;1,83;61;A+
Teresinha Rita Sabrina Nascimento;19;016.286.198-21;19/11/2002;Feminino;Escorpião;Emanuelly Aurora Márcia;(11) 3501-2793;(11) 98720-6577;1,63;90;A-
Gabriela Sophie Sebastiana Vieira;22;779.386.498-05;11/02/1999;Feminino;Aquário;Sarah Eloá Allana;(11) 2812-7598;(11) 99953-8794;1,84;45;B+
Sophia Clara Jaqueline Cardoso;54;388.408.378-33;20/03/1967;Feminino;Peixes;Laura Alessandra;(11) 3973-3169;(11) 98421-9520;1,53;58;A-
Marcos Caio Miguel Figueiredo;21;197.633.318-03;08/08/2000;Masculino;Leão;Sabrina Joana Luzia;(17) 3682-8294;(17) 98538-7892;1,92;66;AB-
Emily Jennifer Almeida;20;280.263.308-20;01/05/2001;Feminino;Touro;Sarah Evelyn Juliana;(12) 3527-8085;(12) 99267-8332;1,54;76;AB+
Nathan Fernando Cauã Souza;39;243.197.598-34;06/06/1982;Masculino;Gêmeos;Isadora Maria Carla;(12) 2985-6837;(12) 99462-0963;1,96;54;AB-
Francisca Sophia Luiza Barbosa;44;884.869.338-54;08/05/1977;Feminino;Touro;Isabelle Bianca Isabel;(19) 3627-6147;(19) 99266-4933;1,54;57;A+
